username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Carl Quintanilla,114782468,nyc ,2010-02-16 15:59:04,"B of A: “Our outlook still includes a mild recession, but we now expect it to start later &amp; come with lower peak un… https://t.co/jcI4d9mE37",35,Twitter for iPhone,
"Swarup ""Sam"" Mandal",28688609,"New York City, USA",2009-04-03 23:46:08,@Nakamotolisk So the bottom is in even though unemployment hasnt crept up yet? Is that what the kids are saying nowadays?,0,Twitter for iPhone,
Brad Svrluga,29386119,New York,2009-04-07 04:47:19,"So until we see unemployment in the broader economy start to move up, we won’t see the Fed begin to reverse its con… https://t.co/l0KTRq7Y4f",0,Twitter Web App,
Brad Svrluga,29386119,New York,2009-04-07 04:47:19,Inflation is the thing the Fed is frantically trying to get under control. And as those who took basic macroeconomi… https://t.co/3jHXFgrEW9,0,Twitter Web App,
Brad Svrluga,29386119,New York,2009-04-07 04:47:19,"So far we've seen mostly bursting capital markets bubbles, not a big change in the real economy (i.e. recession). C… https://t.co/8GmE5bb7IK",1,Twitter Web App,
George Robertson,967037960574160896,NYC,2018-02-23 14:06:31,@BobEUnlimited @DumagueteLetter ....according to Neo Wicksell dogma.   do you believe there is such a rate?  If so… https://t.co/DOrSQNBF1L,0,Twitter Web App,
Social News First,255682362,"New York, NY",2011-02-21 21:16:38,Op-Ed: Being laid off is devastating. Yet society never measures that toll https://t.co/APe6IlM83N,0,dlvr.it,
Bruce Ellerstein,836571402325078018,New York,2017-02-28 13:38:59,@bennyjohnson You skipped the part where inflation was driven by a oil prices were making a recovery after being de… https://t.co/ZDjd4HBtkE,0,Twitter Web App,
Squawk Box,404422077,"New York, NY",2011-11-03 22:17:10,"""They basically say, mild recession beginning in the middle of this year. The Fed raises funds to 5-5.25%.Unemploym… https://t.co/KcigYdYCP6",26,Wildmoka,
Bob Elliott,1499109588674793476,"New York, NY",2022-03-02 19:49:26,@DumagueteLetter The rate of real growth that keeps the unemployment constant.,2,Twitter for iPhone,
Seeking Alpha Market News,15296897,New York,2008-07-02 10:38:58,"$EWU $FXB $EWUS - UK unemployment rate steady at 3.7%, meets consensus https://t.co/LwFv5wvGdq",0,SANewsTwitter,
AInvest Wire,1516030462954725380,New York,2022-04-18 12:26:49,"UK Unemployment Change Actual 19.7k  Previous 30.5k
#Ainvest #Ainvest_Wire #world #Equity #commodities 
View more:… https://t.co/3RLoZFCNGa",0,AinvestNews,
AInvest Wire,1516030462954725380,New York,2022-04-18 12:26:49,"UK Unemployment Rate Actual 3.7% (Forecast 3.7%, Previous 3.7%)
#Ainvest #Ainvest_Wire #Fed #rate #interest 
View m… https://t.co/oTrYyhylv9",0,AinvestNews,
JasonJobson,18859661,NYC,2009-01-11 06:44:15,@JamesBradleyCA Wow.  Amazing how devoid of logic that question is.   Wages have risen robustly since Trump left of… https://t.co/0O2KPSspOl,0,Twitter for iPhone,
James Choi,1217605500486836224,"New York, USA",2020-01-16 00:32:38,"SPOT ON! Wasn't it so obvious?

🇨🇳 Q4 GDP
2.9% YoY vs 1.6% EST

🇨🇳 INDUSTRIAL PRODUCTION
1.3% vs 0.2% EST

🇨🇳 UNEMP… https://t.co/a7rHsTmgXi",23,Twitter for Android,
🌻Jesse Jane🌻🇺🇸🇵🇱🇺🇦,1183778234258939904,Near NYC ,2019-10-14 16:15:43,@ArcusAngeles @MEAInd @elonmusk @stillgray ALL BS!  Do you really believe your own crap or just trying to glorify t… https://t.co/KLxnWTqneD,0,Twitter for Android,
Bob Elliott,1499109588674793476,"New York, NY",2022-03-02 19:49:26,@Tech_Pleb Growth rate that should keep the unemployment rate stable.,1,Twitter for iPhone,
Corey Rosenberg,1585800653665861632,"Manhattan, NY",2022-10-28 01:08:44,"Yes. Free them, so they can return home to their parents basements and continue their lifestyles of unemployment, m… https://t.co/AOPs5tHzpv",0,Twitter for iPhone,
August V,1284270319415558144,"New York, NY",2020-07-17 23:34:55,"@unusual_whales As long as inflation continues to come down and unemployment doesn't rise above 6%, economy should do quite well.",1,Twitter Web App,
Natty S.,64621876,New York City,2009-08-11 04:12:02,"I don't see how Camille is caught off guard about being fired, she was on thin ice already and literally toasted he… https://t.co/JVd9ZdSEtz",2,Twitter Web App,
